,CLASSIFICATION,CLASSIFICATION_CODE,Area,bachelor_leased_q4,bachelor_avg_lease_rate_q4,1_bedroom_leased_q4,1_bedroom_avg_lease_rate_q4,2_bedrooms_leased_q4,2_bedrooms_avg_lease_rate_q4,3_bedrooms_leased_q4,3_bedrooms_avg_lease_rate_q4,bachelor_leased_q3,bachelor_avg_lease_rate_q3,1_bedroom_leased_q3,1_bedroom_avg_lease_rate_q3,2_bedrooms_leased_q3,2_bedrooms_avg_lease_rate_q3,3_bedrooms_leased_q3,3_bedrooms_avg_lease_rate_q3,bachelor_leased_q2,bachelor_avg_lease_rate_q2,1_bedroom_leased_q2,1_bedroom_avg_lease_rate_q2,2_bedrooms_leased_q2,2_bedrooms_avg_lease_rate_q2,3_bedrooms_leased_q2,3_bedrooms_avg_lease_rate_q2,bachelor_leased_q1,bachelor_avg_lease_rate_q1,1_bedroom_leased_q1,1_bedroom_avg_lease_rate_q1,2_bedrooms_leased_q1,2_bedrooms_avg_lease_rate_q1,3_bedrooms_leased_q1,3_bedrooms_avg_lease_rate_q1,area_sq_meters,perimeter_meters,park_count,ASSAULT_2023,ASSAULT_RATE_2023,AUTOTHEFT_2023,AUTOTHEFT_RATE_2023,BIKETHEFT_2023,BIKETHEFT_RATE_2023,BREAKENTER_2023,BREAKENTER_RATE_2023,HOMICIDE_2023,HOMICIDE_RATE_2023,ROBBERY_2023,ROBBERY_RATE_2023,SHOOTING_2023,SHOOTING_RATE_2023,THEFTFROMMV_2023,THEFTFROMMV_RATE_2023,THEFTOVER_2023,THEFTOVER_RATE_2023,total_stop_count,avg_stop_frequency,max_stop_frequency,total_line_length_meters,transit_line_density,distinct_route_count
121,Not an NIA or Emerging Neighbourhood,,Toronto W02,1,1850,49,2545,23,3214,2,3700,2,2138,39,2477,29,3274,0,0,1,1775,47,2472,21,3052,1,4000,0,0,44,2405,17,2956,4,3520,0.0001778920493022,0.0718333275600763,5,59,528.958190917969,43,385.511932373047,15.0,134.480911254883,32,286.892608642578,,,18.0,161.377090454102,1.0,8.96539402008057,19,170.342483520508,6.0,53.7923622131348,43,407.7441860465116,973,1.0855039267777684,1.085310858605001,9
122,Not an NIA or Emerging Neighbourhood,,Toronto C08,89,2171,840,2557,356,3390,31,4228,207,2296,1439,2652,700,3630,80,5844,199,2095,1346,2512,675,3470,89,4420,119,2080,909,2486,438,3325,27,4119,4.732711653248155e-05,0.0283775859422897,4,272,1294.99145507813,10,47.609977722168,41.0,195.200912475586,40,190.439910888672,,,27.0,128.546936035156,,,59,280.898864746094,10.0,47.609977722168,15,412.3333333333333,823,0.5863601950434505,0.58633244561947,6
123,Not an NIA or Emerging Neighbourhood,,Toronto C03,2,1613,55,2473,33,3229,4,4050,5,1900,65,2572,40,3577,6,6792,1,1950,54,2485,44,3448,6,6349,5,1840,39,2372,45,2914,1,3650,0.0002089795651397,0.0619426144221998,8,53,345.299377441406,54,351.814453125,13.0,84.6960678100586,38,247.573135375977,,,1.0,6.51508235931396,,,26,169.392135620117,3.0,19.5452480316162,18,337.8888888888889,604,1.0851261875761076,1.0848994657575333,8
124,Neighbourhood Improvement Area,NIA,Toronto E08,0,0,8,2224,9,2922,3,3267,0,0,13,2304,11,2812,1,3300,1,1900,9,2178,18,2736,3,3242,0,0,10,2260,17,2639,2,2900,0.0003522115690398,0.0822984162446096,10,154,827.690002441406,46,247.232070922852,6.0,32.2476615905762,35,188.111358642578,,,24.0,128.990646362305,2.0,10.7492208480835,71,381.597320556641,5.0,26.8730525970459,30,649.8,1189,1.0244227127568153,1.024062026263751,10
125,Neighbourhood Improvement Area,NIA,Toronto W05,3,1900,45,2433,21,2933,2,3200,1,1900,45,2473,24,2959,1,3500,2,1675,46,2429,20,2750,1,3500,3,1682,31,2384,17,2683,2,3275,0.0007470865300792,0.1370587541967818,13,447,1846.64953613281,164,677.517944335938,12.0,49.5744857788086,88,363.546234130859,1.0,4.13120698928833,30.0,123.936210632324,6.0,24.7872428894043,73,301.578125,23.0,95.0177612304688,85,495.6588235294118,1151,3.434387791620652,3.4318239221947766,18
126,Not an NIA or Emerging Neighbourhood,,Toronto E02,2,1900,16,2417,12,3253,0,0,3,2017,39,2539,20,3217,0,0,3,2100,30,2376,12,3404,0,0,1,1800,13,2033,8,3161,0,0,0.0001781568097704,0.0546043605062636,13,100,751.1455078125,32,240.366561889648,9.0,67.6030960083008,25,187.786376953125,,,7.0,52.5801849365234,1.0,7.51145505905151,34,255.389465332031,3.0,22.5343647003174,29,383.2068965517241,857,0.5635191837416431,0.563418806844451,7
127,Neighbourhood Improvement Area,NIA,Toronto W05,3,1900,45,2433,21,2933,2,3200,1,1900,45,2473,24,2959,1,3500,2,1675,46,2429,20,2750,1,3500,3,1682,31,2384,17,2683,2,3275,0.0009258018046392,0.1535081470294786,14,203,964.6455078125,97,460.938995361328,8.0,38.0155868530273,74,351.644165039063,,,28.0,133.054550170898,3.0,14.2558450698853,70,332.636383056641,17.0,80.7831192016602,90,513.1222222222223,1428,4.534730599679478,4.530536221070029,24
128,Not an NIA or Emerging Neighbourhood,,Toronto E03,1,1825,8,2388,7,2896,0,0,3,1658,6,2533,4,3113,0,0,1,1725,16,2056,6,2582,0,0,1,1749,16,1876,6,2233,0,0,0.0002444127209737,0.0861961326287176,6,100,547.3154296875,51,279.130859375,4.0,21.8926162719727,12,65.677848815918,,,4.0,21.8926162719727,,,45,246.291931152344,4.0,21.8926162719727,61,241.4754098360656,444,0.6772857296820145,0.6771202328834691,9
129,Not an NIA or Emerging Neighbourhood,,Toronto W01,1,2200,106,2508,47,3254,6,3925,2,2713,83,2598,39,3572,7,4000,0,0,64,2594,43,3598,6,3989,3,2063,95,2552,73,3135,2,3919,0.0001357471537458,0.0598563425655953,6,129,738.6201171875,23,131.691955566406,17.0,97.337532043457,32,183.223587036133,,,14.0,80.1603240966797,1.0,5.72573709487915,44,251.932434082031,9.0,51.5316352844238,29,526.2758620689655,984,0.7876921997675943,0.7875852873065102,11
130,Neighbourhood Improvement Area,NIA,Toronto W10,0,0,10,2365,12,2925,1,2780,0,0,19,2369,12,2907,1,3500,0,0,17,2268,6,2796,0,0,0,0,19,2268,11,2702,0,0,0.0005184577716364,0.1388797450934194,21,294,848.656311035156,151,435.874481201172,11.0,31.7524471282959,24,69.2780685424805,4.0,11.5463438034058,53.0,152.989059448242,16.0,46.185375213623,121,349.276916503906,12.0,34.6390342712402,58,368.6724137931034,597,1.5355023559195455,1.5347066753165457,13
131,Not an NIA or Emerging Neighbourhood,,Toronto W08,9,2058,163,2453,141,3058,15,3570,11,2101,199,2391,138,3097,10,3555,1,2100,168,2435,121,3110,3,3325,1,1750,133,2370,116,2981,13,3217,0.0009651222105199,0.1658225598189248,13,90,445.699005126953,120,594.265319824219,2.0,9.90442276000977,31,153.518539428711,,,13.0,64.3787460327148,,,45,222.849502563477,3.0,14.8566331863403,66,188.2878787878788,462,1.4205524477190818,1.419182762913807,9
132,Not an NIA or Emerging Neighbourhood,,Toronto C03,2,1613,55,2473,33,3229,4,4050,5,1900,65,2572,40,3577,6,6792,1,1950,54,2485,44,3448,6,6349,5,1840,39,2372,45,2914,1,3650,0.0002769750336831,0.0762854073746173,13,43,347.924591064453,95,768.670593261719,11.0,89.0039672851563,75,606.84521484375,,,1.0,8.09126949310303,1.0,8.09126949310303,15,121.369041442871,3.0,24.2738094329834,35,296.22857142857146,848,0.904984474148804,0.9047338854504072,11
133,Not an NIA or Emerging Neighbourhood,,Toronto C15,16,2230,222,2615,99,3248,5,4190,26,2148,419,2606,202,3208,13,4098,19,2102,384,2521,179,3102,13,3891,17,2081,287,2472,182,3082,24,3879,0.0004711586481089,0.0884970426216644,14,165,545.869567871094,163,539.252990722656,7.0,23.1581039428711,45,148.873519897461,2.0,6.61660099029541,28.0,92.6324157714844,5.0,16.5415019989014,104,344.063262939453,14.0,46.3162078857422,55,362.6,1046,1.4249810753024863,1.4243099993287147,15
134,Not an NIA or Emerging Neighbourhood,,Toronto E03,1,1825,8,2388,7,2896,0,0,3,1658,6,2533,4,3113,0,0,1,1725,16,2056,6,2582,0,0,1,1749,16,1876,6,2233,0,0,9.910658137942348e-05,0.051128831662617,5,108,1320.29345703125,33,403.422973632813,11.0,134.474334716797,25,305.623474121094,,,19.0,232.273834228516,2.0,24.449878692627,26,317.848419189453,,,27,772.5185185185185,1510,1.2543213721345727,1.2541970729502967,13
135,Not an NIA or Emerging Neighbourhood,,Toronto W06,2,2050,180,2616,97,3463,4,7775,4,1994,214,2644,134,3590,4,5160,2,1900,234,2594,135,3437,2,4275,1,1900,210,2514,156,3111,5,5074,0.0001760551708287,0.1735181269773425,5,152,620.180358886719,78,318.250427246094,16.0,65.2821426391602,37,150.964950561523,,,9.0,36.7212028503418,1.0,4.08013391494751,30,122.404014587402,10.0,40.8013381958008,27,317.1481481481481,694,0.5080139358556139,0.5079245131186887,7
136,Not an NIA or Emerging Neighbourhood,,Toronto C15,16,2230,222,2615,99,3248,5,4190,26,2148,419,2606,202,3208,13,4098,19,2102,384,2521,179,3102,13,3891,17,2081,287,2472,182,3082,24,3879,0.0002900277853394,0.0970535110279734,7,105,433.257690429688,69,284.712188720703,8.0,33.0101089477539,25,103.156593322754,1.0,4.12626361846924,13.0,53.6414260864258,,,88,363.111206054688,10.0,41.262638092041,35,265.51428571428573,781,1.1982062965908955,1.1978588842315523,15
137,Not an NIA or Emerging Neighbourhood,,Toronto W03,0,0,8,2349,5,3150,0,0,1,1625,15,2307,26,2961,0,0,1,1675,79,2284,75,2758,3,3332,0,0,11,2214,6,2675,1,3200,0.000210965069485,0.0673014616896674,4,147,1035.13842773438,42,295.753814697266,18.0,126.751640319824,41,288.712066650391,1.0,7.04175758361816,18.0,126.751640319824,3.0,21.1252727508545,38,267.586791992188,11.0,77.4593353271484,45,454.8666666666667,807,0.6285268125890987,0.6283942433538856,6
138,Neighbourhood Improvement Area,NIA,Toronto E09,1,2250,70,2446,38,2994,1,3200,9,2292,137,2559,102,3110,4,3825,7,2023,98,2445,80,2907,8,3538,3,2000,52,2415,48,2875,6,3250,0.0006747001091344,0.1438042235831419,17,195,641.236450195313,77,253.206176757813,8.0,26.3071365356445,24,78.9214096069336,1.0,3.28839206695557,30.0,98.6517562866211,3.0,9.8651762008667,76,249.917785644531,9.0,29.5955276489258,58,390.44827586206895,1101,1.656762758979881,1.6556456946490132,14
139,Not an NIA or Emerging Neighbourhood,,Toronto C08,89,2171,840,2557,356,3390,31,4228,207,2296,1439,2652,700,3630,80,5844,199,2095,1346,2512,675,3470,89,4420,119,2080,909,2486,438,3325,27,4119,0.0001248617999899,0.048791511421289,4,542,3433.42211914063,46,291.397430419922,228.0,1444.31774902344,108,684.150512695313,1.0,6.33472681045532,60.0,380.083618164063,2.0,12.6694536209106,76,481.439239501953,52.0,329.405792236328,63,519.3492063492064,1259,1.8217005984175545,1.8214731659994143,17
140,Emerging Neighbourhood,EN,Toronto E11,0,0,21,2320,9,2850,4,3263,0,0,12,2446,10,2765,3,3350,0,0,10,2018,10,2740,1,3500,0,0,9,2106,5,2695,2,2975,0.000450864887535,0.0981809067084902,13,92,479.641326904297,55,286.742095947266,2.0,10.4269847869873,16,83.4158782958984,,,14.0,72.9888916015625,3.0,15.640477180481,47,245.034149169922,2.0,10.4269847869873,74,278.0810810810811,766,1.188872217869281,1.1883364386944952,11
141,Not an NIA or Emerging Neighbourhood,,Toronto C01,124,2173,1422,2642,598,3715,64,4436,259,2330,2105,2799,959,4006,150,5284,260,2151,2137,2665,941,3756,131,5519,148,2124,1635,2589,703,3714,73,5334,0.0001006298460499,0.0493247428298537,6,107,711.057922363281,14,93.0356216430664,42.0,279.106872558594,43,285.752258300781,,,8.0,53.1632118225098,,,31,206.007446289063,5.0,33.2270050048828,28,588.4285714285714,1349,0.7029487681358805,0.7028780376271622,8
142,Not an NIA or Emerging Neighbourhood,,Toronto E01,3,2117,68,2520,72,3208,2,4200,2,2140,96,2571,84,3166,7,4344,7,1363,71,2613,64,3078,5,4060,5,1141,52,2626,32,3327,2,4550,0.0001050867529587,0.0429573159451001,3,77,945.945922851563,6,73.710075378418,11.0,135.135131835938,34,417.6904296875,1.0,12.2850122451782,11.0,135.135131835938,4.0,49.1400489807129,15,184.275177001953,3.0,36.855037689209,21,253.52380952380952,444,0.3740049015257775,0.373965602694872,4
143,Not an NIA or Emerging Neighbourhood,,Toronto C06,2,2125,31,2410,31,2894,1,3300,0,0,38,2435,53,2842,6,3686,1,1990,55,2345,102,2619,5,3260,0,0,28,2324,37,2689,1,3100,0.0004656990346162,0.1102598140050827,11,134,658.670837402344,154,756.979919433594,9.0,44.239086151123,69,339.166351318359,,,16.0,78.6472702026367,3.0,14.7463626861572,72,353.912689208984,11.0,54.069995880127,63,404.031746031746,1541,2.8945692844616886,2.893221913809497,19
144,Not an NIA or Emerging Neighbourhood,,Toronto C15,16,2230,222,2615,99,3248,5,4190,26,2148,419,2606,202,3208,13,4098,19,2102,384,2521,179,3102,13,3891,17,2081,287,2472,182,3082,24,3879,0.0005769825501342,0.1008434704889677,21,137,506.039215087891,98,361.984252929688,17.0,62.7931900024414,66,243.78532409668,,,9.0,33.2434539794922,2.0,7.3874340057373,116,428.471160888672,19.0,70.1806259155273,51,254.4313725490196,656,1.0748097791890487,1.0741899903091114,9
145,Not an NIA or Emerging Neighbourhood,,Toronto C13,4,2125,101,2482,54,3207,4,3499,1,2180,83,2524,54,3240,13,3488,0,0,89,2415,47,3032,14,3641,1,2300,71,2328,56,2914,2,3225,0.0011222246237441,0.2018184099794579,25,129,396.752166748047,155,476.717712402344,14.0,43.0583763122559,100,307.559814453125,1.0,3.07559823989868,24.0,73.8143539428711,3.0,9.22679424285889,65,199.913879394531,14.0,43.0583763122559,125,444.36,1266,2.7864938042499428,2.7833702376322758,18
146,Not an NIA or Emerging Neighbourhood,,Toronto C04,2,2050,11,2591,12,4001,1,3500,1,1600,18,2516,17,3346,1,3400,0,0,23,2616,26,3208,2,4600,5,1930,17,2530,17,3395,3,2983,0.0001755700875175,0.0647016831545673,8,61,458.543182373047,55,413.440582275391,3.0,22.5513038635254,46,345.786651611328,,,9.0,67.6539154052734,,,35,263.098541259766,3.0,22.5513038635254,36,487.6666666666667,1500,0.5269216025710679,0.5268291071386207,11
147,Not an NIA or Emerging Neighbourhood,,Toronto W02,1,1850,49,2545,23,3214,2,3700,2,2138,39,2477,29,3274,0,0,1,1775,47,2472,21,3052,1,4000,0,0,44,2405,17,2956,4,3520,0.0002938368696787,0.084585752975484,12,133,841.13330078125,46,290.918304443359,16.0,101.188972473145,68,430.053131103516,,,19.0,120.161903381348,1.0,6.32431077957153,40,252.972427368164,9.0,56.9187965393066,78,386.9358974358975,1130,0.9670034457346276,0.9667193879358188,14
148,Not an NIA or Emerging Neighbourhood,,Toronto E08,0,0,8,2224,9,2922,3,3267,0,0,13,2304,11,2812,1,3300,1,1900,9,2178,18,2736,3,3242,0,0,10,2260,17,2639,2,2900,0.0004254265106418,0.1077890936128274,12,56,524.983581542969,23,215.618255615234,2.0,18.7494144439697,9,84.3723602294922,,,1.0,9.37470722198486,,,29,271.866516113281,4.0,37.4988288879395,27,461.8148148148149,1182,0.7912133672450581,0.7908769072420629,8
149,Not an NIA or Emerging Neighbourhood,,Toronto C08,89,2171,840,2557,356,3390,31,4228,207,2296,1439,2652,700,3630,80,5844,199,2095,1346,2512,675,3470,89,4420,119,2080,909,2486,438,3325,27,4119,6.208991766284055e-05,0.0324315468879437,7,330,1253.84704589844,38,144.382385253906,102.0,387.552703857422,76,288.764770507813,1.0,3.79953646659851,55.0,208.974502563477,1.0,3.79953646659851,78,296.363830566406,26.0,98.7879486083984,20,421.3,848,0.7827564387301471,0.7827078404647786,6
150,Not an NIA or Emerging Neighbourhood,,Toronto C14,8,2294,233,2638,134,3335,12,4096,10,2212,301,2640,203,3375,10,4798,4,2095,244,2587,186,3266,8,4353,5,2056,211,2504,170,3125,14,3779,0.0001153530507605,0.058772645347905,6,49,310.913696289063,25,158.629440307617,9.0,57.1065979003906,19,120.558372497559,,,6.0,38.0710678100586,1.0,6.34517765045166,64,406.091369628906,5.0,31.7258892059326,8,328.0,656,0.4277396255801307,0.4276902902003754,7
151,Not an NIA or Emerging Neighbourhood,,Toronto C01,124,2173,1422,2642,598,3715,64,4436,259,2330,2105,2799,959,4006,150,5284,260,2151,2137,2665,941,3756,131,5519,148,2124,1635,2589,703,3714,73,5334,0.0001568621233896,0.0549487132362549,5,130,1559.68811035156,9,107.978401184082,53.0,635.872802734375,55,659.868041992188,,,15.0,179.964004516602,,,40,479.904022216797,11.0,131.973602294922,30,407.6666666666667,709,0.933732813964416,0.933586369624109,10
152,Not an NIA or Emerging Neighbourhood,,Toronto E08,0,0,8,2224,9,2922,3,3267,0,0,13,2304,11,2812,1,3300,1,1900,9,2178,18,2736,3,3242,0,0,10,2260,17,2639,2,2900,0.0008034116103885,0.2083606592930963,20,180,1002.05981445313,62,345.153930664063,3.0,16.7009963989258,24,133.607971191406,1.0,5.56699895858765,13.0,72.3709869384766,4.0,22.2679958343506,49,272.782928466797,2.0,11.1339979171753,63,385.26984126984127,961,1.054367536343866,1.0535211252400585,13
153,Not an NIA or Emerging Neighbourhood,,Toronto C13,4,2125,101,2482,54,3207,4,3499,1,2180,83,2524,54,3240,13,3488,0,0,89,2415,47,3032,14,3641,1,2300,71,2328,56,2914,2,3225,0.0003706995865721,0.1154747579276692,10,128,556.424987792969,40,173.882797241211,7.0,30.4294910430908,20,86.9413986206055,1.0,4.34707021713257,13.0,56.5119094848633,1.0,4.34707021713257,38,165.188659667969,7.0,30.4294910430908,48,319.7083333333333,836,0.6925455279135905,0.6922888967057931,11
154,Not an NIA or Emerging Neighbourhood,,Toronto C07,0,0,92,2667,79,3326,11,3632,0,0,137,2653,137,3424,16,3815,1,1900,129,2620,133,3251,15,3892,0,0,93,2496,111,3133,19,3501,0.0005977108120497,0.1183703530527513,14,89,496.485565185547,120,669.418701171875,11.0,61.3633842468262,55,306.816925048828,,,25.0,139.46223449707,,,56,312.395416259766,8.0,44.6279144287109,41,402.5853658536585,983,1.6437810944441638,1.642799175614872,17
155,Not an NIA or Emerging Neighbourhood,,Toronto E03,1,1825,8,2388,7,2896,0,0,3,1658,6,2533,4,3113,0,0,1,1725,16,2056,6,2582,0,0,1,1749,16,1876,6,2233,0,0,0.0005447554891766,0.1211534366574411,10,133,642.4189453125,61,294.643280029297,8.0,38.6417427062988,44,212.529586791992,1.0,4.83021783828735,3.0,14.4906539916992,,,38,183.548278808594,6.0,28.9813079833984,83,264.26506024096386,711,0.5090908075280699,0.5088136285109707,7
156,Neighbourhood Improvement Area,NIA,Toronto E10,0,0,5,2190,2,2600,0,0,0,0,12,2337,5,2905,0,0,0,0,3,2113,5,2600,1,2750,0,0,5,2245,4,2325,0,0,0.001076222736467,0.1655804804431421,22,441,1398.57922363281,81,256.881896972656,15.0,47.5707206726074,55,174.425979614258,2.0,6.34276294708252,56.0,177.597366333008,11.0,34.885196685791,147,466.193084716797,20.0,63.4276275634766,69,425.8840579710145,775,1.776628005639414,1.774718013762186,10
157,Not an NIA or Emerging Neighbourhood,,Toronto W04,1,1950,29,2430,30,2795,14,3149,2,2075,56,2400,29,2945,2,3375,2,1975,31,2315,26,2731,4,3313,1,1800,37,2286,27,2715,2,3550,0.0002041554585887,0.0714810144871526,3,91,552.083984375,37,224.473693847656,5.0,30.3342838287354,38,230.540557861328,,,23.0,139.537704467773,1.0,6.0668568611145,53,321.543395996094,8.0,48.534854888916,36,375.52777777777777,807,0.3741147387326271,0.3740383767562906,6
