AREA_NAME,YEAR,CLASSIFICATION_CODE,area_sq_meters,perimeter_meters,park_count,ASSAULT_RATE,AUTOTHEFT_RATE,ROBBERY_RATE,THEFTOVER_RATE,POPULATION,total_stop_count,avg_stop_frequency,max_stop_frequency,total_line_length_meters,transit_line_density,distinct_route_count,avg_rent_1br,TARGET_RENT_2YR,RENT_TIER,TARGET_TIER_2YR
Agincourt South-Malvern West,2011,,0.0008806315876002,0.1661700776506951,15.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,1224.6666666666667,1318.25,2,1
Agincourt South-Malvern West,2012,,0.0008806315876002,0.1661700776506951,15.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,1272.75,1301.5,2,1
Agincourt South-Malvern West,2013,,0.0008806315876002,0.1661700776506951,15.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,1318.25,1342.25,1,1
Agincourt South-Malvern West,2014,,0.0008806315876002,0.1661700776506951,15.0,439.764892578125,139.540786743164,109.941223144531,80.341667175293,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,1301.5,1492.1666666666667,1,1
Agincourt South-Malvern West,2015,,0.0008806315876002,0.1661700776506951,15.0,430.836151123047,121.303382873535,100.389007568359,37.6458778381348,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,1342.25,1644.8333333333333,1,1
Agincourt South-Malvern West,2016,,0.0008806315876002,0.1661700776506951,15.0,530.958984375,110.276100158691,85.7703018188477,49.0116004943848,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,1492.1666666666667,1801.6666666666667,1,1
Agincourt South-Malvern West,2017,,0.0008806315876002,0.1661700776506951,15.0,449.993927001953,141.88996887207,137.835968017578,56.755989074707,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,1644.8333333333333,1868.265625,1,1
Agincourt South-Malvern West,2018,,0.0008806315876002,0.1661700776506951,15.0,471.261138916016,153.059173583984,132.919799804688,40.2787284851074,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,1801.6666666666667,1821.4798206278024,1,1
Agincourt South-Malvern West,2019,,0.0008806315876002,0.1661700776506951,15.0,484.193664550781,232.092834472656,112.044815063477,60.0240097045898,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,1868.265625,1893.1666666666667,1,1
Alderwood,2010,,0.0005552477130279,0.0985688755681679,12.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,13746.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,1498.0,1520.5,3,3
Alderwood,2011,,0.0005552477130279,0.0985688755681679,12.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,13746.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,1526.0,1529.75,3,3
Alderwood,2012,,0.0005552477130279,0.0985688755681679,12.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,13746.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,1520.5,1540.5,3,3
Alderwood,2013,,0.0005552477130279,0.0985688755681679,12.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,13746.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,1529.75,1493.0,3,3
Alderwood,2014,,0.0005552477130279,0.0985688755681679,12.0,355.010498046875,72.6157836914063,64.54736328125,56.4789428710938,13746.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,1540.5,2134.0,3,4
Alderwood,2015,,0.0005552477130279,0.0985688755681679,12.0,379.890075683594,145.489822387695,48.4966049194336,24.2483024597168,13746.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,1493.0,2141.1666666666665,3,4
Alderwood,2016,,0.0005552477130279,0.0985688755681679,12.0,314.212066650391,136.964233398438,80.5671920776367,80.5671920776367,13746.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2134.0,2909.6666666666665,4,4
Alderwood,2017,,0.0005552477130279,0.0985688755681679,12.0,167.544281005859,127.652786254883,47.8697929382324,55.8480949401855,13746.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2141.1666666666665,2138.373134328358,4,3
Alderwood,2018,,0.0005552477130279,0.0985688755681679,12.0,237.116668701172,189.693328857422,63.2311096191406,55.327220916748,13746.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2909.6666666666665,2104.733804475854,4,4
Alderwood,2019,,0.0005552477130279,0.0985688755681679,12.0,281.646057128906,117.352523803711,39.1175079345703,54.7645111083984,13746.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2138.373134328358,2680.1666666666665,3,4
Annex,2010,,0.0003115262686971,0.0855317107352132,25.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,35899.0,94.0,306.5531914893617,1418.0,3.1920885481949273,3.191094438451456,12.0,2007.0,2045.75,4,4
Annex,2011,,0.0003115262686971,0.0855317107352132,25.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,35899.0,94.0,306.5531914893617,1418.0,3.1920885481949273,3.191094438451456,12.0,2055.6666666666665,2209.25,4,4
Annex,2012,,0.0003115262686971,0.0855317107352132,25.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,35899.0,94.0,306.5531914893617,1418.0,3.1920885481949273,3.191094438451456,12.0,2045.75,2195.75,4,4
Annex,2013,,0.0003115262686971,0.0855317107352132,25.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,35899.0,94.0,306.5531914893617,1418.0,3.1920885481949273,3.191094438451456,12.0,2209.25,1924.75,4,4
Annex,2014,,0.0003115262686971,0.0855317107352132,25.0,802.229919433594,44.1906318664551,173.363250732422,78.1834259033203,35899.0,94.0,306.5531914893617,1418.0,3.1920885481949273,3.191094438451456,12.0,2195.75,2914.8333333333335,4,4
Annex,2015,,0.0003115262686971,0.0855317107352132,25.0,828.654541015625,50.7339515686035,175.877700805664,64.2630081176758,35899.0,94.0,306.5531914893617,1418.0,3.1920885481949273,3.191094438451456,12.0,1924.75,3742.0,4,4
Annex,2016,,0.0003115262686971,0.0855317107352132,25.0,894.493957519531,63.2151222229004,154.877044677734,72.6973876953125,35899.0,94.0,306.5531914893617,1418.0,3.1920885481949273,3.191094438451456,12.0,2914.8333333333335,3220.0,4,4
Annex,2017,,0.0003115262686971,0.0855317107352132,25.0,883.085754394531,78.8469390869141,214.463684082031,97.7702102661133,35899.0,94.0,306.5531914893617,1418.0,3.1920885481949273,3.191094438451456,12.0,3742.0,2545.429347826087,4,4
Annex,2018,,0.0003115262686971,0.0855317107352132,25.0,853.059692382813,107.025939941406,141.651977539063,144.7998046875,35899.0,94.0,306.5531914893617,1418.0,3.1920885481949273,3.191094438451456,12.0,3220.0,2200.425729442971,4,4
Annex,2019,,0.0003115262686971,0.0855317107352132,25.0,955.073852539063,84.8256378173828,119.384231567383,128.809295654297,35899.0,94.0,306.5531914893617,1418.0,3.1920885481949273,3.191094438451456,12.0,2545.429347826087,2811.0,4,4
Avondale,2010,,0.0001153530507605,0.058772645347905,6.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,16084.0,8.0,328.0,656.0,0.4277396255801307,0.4276902902003754,7.0,1391.3333333333333,1490.0,3,3
Avondale,2011,,0.0001153530507605,0.058772645347905,6.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,16084.0,8.0,328.0,656.0,0.4277396255801307,0.4276902902003754,7.0,1442.0,1542.25,3,4
Avondale,2012,,0.0001153530507605,0.058772645347905,6.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,16084.0,8.0,328.0,656.0,0.4277396255801307,0.4276902902003754,7.0,1490.0,1550.5,3,3
Avondale,2013,,0.0001153530507605,0.058772645347905,6.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,16084.0,8.0,328.0,656.0,0.4277396255801307,0.4276902902003754,7.0,1542.25,1558.75,4,3
Avondale,2014,,0.0001153530507605,0.058772645347905,6.0,249.337692260742,70.1262283325195,15.5836057662964,15.5836057662964,16084.0,8.0,328.0,656.0,0.4277396255801307,0.4276902902003754,7.0,1550.5,1927.3333333333333,3,3
Avondale,2015,,0.0001153530507605,0.058772645347905,6.0,228.951248168945,29.5420970916748,22.1565723419189,7.3855242729187,16084.0,8.0,328.0,656.0,0.4277396255801307,0.4276902902003754,7.0,1558.75,2175.0,3,4
Avondale,2016,,0.0001153530507605,0.058772645347905,6.0,259.503448486328,35.0680313110352,7.01360654830933,35.0680313110352,16084.0,8.0,328.0,656.0,0.4277396255801307,0.4276902902003754,7.0,1927.3333333333333,2281.0,3,3
Avondale,2017,,0.0001153530507605,0.058772645347905,6.0,307.541748046875,6.98958539962769,41.9375114440918,34.9479293823242,16084.0,8.0,328.0,656.0,0.4277396255801307,0.4276902902003754,7.0,2175.0,2162.687617260788,4,3
Avondale,2018,,0.0001153530507605,0.058772645347905,6.0,452.993225097656,55.7530136108398,48.7838859558105,34.8456344604492,16084.0,8.0,328.0,656.0,0.4277396255801307,0.4276902902003754,7.0,2281.0,1967.7978056426332,3,3
Avondale,2019,,0.0001153530507605,0.058772645347905,6.0,277.8935546875,90.3154067993164,20.8420181274414,27.7893562316895,16084.0,8.0,328.0,656.0,0.4277396255801307,0.4276902902003754,7.0,2162.687617260788,2173.1666666666665,3,3
Banbury-Don Mills,2010,,0.0011222246237441,0.2018184099794579,25.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,34089.0,125.0,444.36,1266.0,2.7864938042499428,2.7833702376322753,18.0,1271.6666666666667,1330.25,2,2
Banbury-Don Mills,2011,,0.0011222246237441,0.2018184099794579,25.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,34089.0,125.0,444.36,1266.0,2.7864938042499428,2.7833702376322753,18.0,1315.3333333333333,1383.25,2,2
Banbury-Don Mills,2012,,0.0011222246237441,0.2018184099794579,25.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,34089.0,125.0,444.36,1266.0,2.7864938042499428,2.7833702376322753,18.0,1330.25,1431.25,2,2
Banbury-Don Mills,2013,,0.0011222246237441,0.2018184099794579,25.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,34089.0,125.0,444.36,1266.0,2.7864938042499428,2.7833702376322753,18.0,1383.25,1443.0,2,2
Banbury-Don Mills,2014,,0.0011222246237441,0.2018184099794579,25.0,206.394607543945,68.7982025146484,39.8305397033691,36.2095794677734,34089.0,125.0,444.36,1266.0,2.7864938042499428,2.7833702376322753,18.0,1431.25,1711.8333333333333,2,3
Banbury-Don Mills,2015,,0.0011222246237441,0.2018184099794579,25.0,274.933990478516,72.3510437011719,101.291465759277,50.6457328796387,34089.0,125.0,444.36,1266.0,2.7864938042499428,2.7833702376322753,18.0,1443.0,1823.8333333333333,2,2
Banbury-Don Mills,2016,,0.0011222246237441,0.2018184099794579,25.0,295.816314697266,28.172981262207,63.3892097473145,38.737850189209,34089.0,125.0,444.36,1266.0,2.7864938042499428,2.7833702376322753,18.0,1711.8333333333333,2031.6666666666667,3,3
Banbury-Don Mills,2017,,0.0011222246237441,0.2018184099794579,25.0,377.065948486328,56.3836898803711,35.2398071289063,17.6199035644531,34089.0,125.0,444.36,1266.0,2.7864938042499428,2.7833702376322753,18.0,1823.8333333333333,2042.304347826087,2,2
Banbury-Don Mills,2018,,0.0011222246237441,0.2018184099794579,25.0,257.395721435547,95.2011566162109,28.2077503204346,28.2077503204346,34089.0,125.0,444.36,1266.0,2.7864938042499428,2.7833702376322753,18.0,2031.6666666666667,1937.7076023391812,3,3
Banbury-Don Mills,2019,,0.0011222246237441,0.2018184099794579,25.0,250.759338378906,151.86833190918,45.9136810302734,56.509147644043,34089.0,125.0,444.36,1266.0,2.7864938042499428,2.7833702376322753,18.0,2042.304347826087,2045.5,2,3
Bathurst Manor,2010,,0.0005323079903228,0.1558937908692444,10.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,17529.0,56.0,324.94642857142856,1122.0,0.745842312317411,0.7454455057183668,13.0,1150.0,1362.75,2,2
Bathurst Manor,2011,,0.0005323079903228,0.1558937908692444,10.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,17529.0,56.0,324.94642857142856,1122.0,0.745842312317411,0.7454455057183668,13.0,1273.0,1379.75,2,2
Bathurst Manor,2012,,0.0005323079903228,0.1558937908692444,10.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,17529.0,56.0,324.94642857142856,1122.0,0.745842312317411,0.7454455057183668,13.0,1362.75,1420.75,2,2
Bathurst Manor,2013,,0.0005323079903228,0.1558937908692444,10.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,17529.0,56.0,324.94642857142856,1122.0,0.745842312317411,0.7454455057183668,13.0,1379.75,1412.0,2,2
Bathurst Manor,2014,,0.0005323079903228,0.1558937908692444,10.0,294.504669189453,231.844100952148,56.3945121765137,12.5321130752563,17529.0,56.0,324.94642857142856,1122.0,0.745842312317411,0.7454455057183668,13.0,1420.75,1583.8,2,2
Bathurst Manor,2015,,0.0005323079903228,0.1558937908692444,10.0,287.931884765625,143.965942382813,50.0751113891602,12.51877784729,17529.0,56.0,324.94642857142856,1122.0,0.745842312317411,0.7454455057183668,13.0,1412.0,1856.6666666666667,2,2
Bathurst Manor,2016,,0.0005323079903228,0.1558937908692444,10.0,440.852325439453,153.073715209961,67.3524398803711,24.4917945861816,17529.0,56.0,324.94642857142856,1122.0,0.745842312317411,0.7454455057183668,13.0,1583.8,1912.0,2,2
Bathurst Manor,2017,,0.0005323079903228,0.1558937908692444,10.0,341.317718505859,152.373992919922,85.3294296264648,30.4747982025146,17529.0,56.0,324.94642857142856,1122.0,0.745842312317411,0.7454455057183668,13.0,1856.6666666666667,2004.2941176470588,2,2
Bathurst Manor,2018,,0.0005323079903228,0.1558937908692444,10.0,412.146179199219,230.316986083984,60.609733581543,24.2438926696777,17529.0,56.0,324.94642857142856,1122.0,0.745842312317411,0.7454455057183668,13.0,1912.0,1851.013986013986,2,2
Bathurst Manor,2019,,0.0005323079903228,0.1558937908692444,10.0,356.301696777344,150.975296020508,102.663208007813,30.1950607299805,17529.0,56.0,324.94642857142856,1122.0,0.745842312317411,0.7454455057183668,13.0,2004.2941176470588,2091.8333333333335,2,3
Bay-Cloverhill,2010,,7.708808179608682e-05,0.0352511192093287,6.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,22880.0,29.0,297.8965517241379,848.0,0.6498931766578072,0.6498430815011857,5.0,1553.3333333333333,1690.5,4,4
Bay-Cloverhill,2011,,7.708808179608682e-05,0.0352511192093287,6.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,22880.0,29.0,297.8965517241379,848.0,0.6498931766578072,0.6498430815011857,5.0,1642.3333333333333,1701.5,4,4
Bay-Cloverhill,2012,,7.708808179608682e-05,0.0352511192093287,6.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,22880.0,29.0,297.8965517241379,848.0,0.6498931766578072,0.6498430815011857,5.0,1690.5,1728.0,4,4
Bay-Cloverhill,2013,,7.708808179608682e-05,0.0352511192093287,6.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,22880.0,29.0,297.8965517241379,848.0,0.6498931766578072,0.6498430815011857,5.0,1701.5,1748.5,4,4
Bay-Cloverhill,2014,,7.708808179608682e-05,0.0352511192093287,6.0,764.0673828125,42.8449020385742,85.6898040771484,114.253067016602,22880.0,29.0,297.8965517241379,848.0,0.6498931766578072,0.6498430815011857,5.0,1728.0,2255.6666666666665,4,4
Bay-Cloverhill,2015,,7.708808179608682e-05,0.0352511192093287,6.0,691.922973632813,27.4028911590576,102.760841369629,89.0593948364258,22880.0,29.0,297.8965517241379,848.0,0.6498931766578072,0.6498430815011857,5.0,1748.5,2505.5,4,4
Bay-Cloverhill,2016,,7.708808179608682e-05,0.0352511192093287,6.0,795.929016113281,39.1440505981445,123.956161499023,84.8121109008789,22880.0,29.0,297.8965517241379,848.0,0.6498931766578072,0.6498430815011857,5.0,2255.6666666666665,2630.8333333333335,4,4
Bay-Cloverhill,2017,,7.708808179608682e-05,0.0352511192093287,6.0,965.551635742188,43.6055564880371,137.046035766602,87.2111129760742,22880.0,29.0,297.8965517241379,848.0,0.6498931766578072,0.6498430815011857,5.0,2505.5,2289.224745762712,4,4
Bay-Cloverhill,2018,,7.708808179608682e-05,0.0352511192093287,6.0,812.425354003906,89.6057357788086,173.237747192383,53.7634391784668,22880.0,29.0,297.8965517241379,848.0,0.6498931766578072,0.6498430815011857,5.0,2630.8333333333335,2028.7344940152336,4,4
Bay-Cloverhill,2019,,7.708808179608682e-05,0.0352511192093287,6.0,954.023010253906,74.712646484375,206.896545410156,57.471263885498,22880.0,29.0,297.8965517241379,848.0,0.6498931766578072,0.6498430815011857,5.0,2289.224745762712,2252.0,4,3
Bayview Village,2010,,0.0005769825501342,0.1008434704889677,21.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,28366.0,51.0,254.4313725490196,656.0,1.0748097791890487,1.0741899903091114,9.0,1447.3333333333333,1467.75,3,3
Bayview Village,2011,,0.0005769825501342,0.1008434704889677,21.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,28366.0,51.0,254.4313725490196,656.0,1.0748097791890487,1.0741899903091114,9.0,1451.6666666666667,1500.5,3,3
Bayview Village,2012,,0.0005769825501342,0.1008434704889677,21.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,28366.0,51.0,254.4313725490196,656.0,1.0748097791890487,1.0741899903091114,9.0,1467.75,1476.75,3,3
Bayview Village,2013,,0.0005769825501342,0.1008434704889677,21.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,28366.0,51.0,254.4313725490196,656.0,1.0748097791890487,1.0741899903091114,9.0,1500.5,1493.25,3,3
Bayview Village,2014,,0.0005769825501342,0.1008434704889677,21.0,404.306091308594,121.778945922852,14.6134738922119,38.9692611694336,28366.0,51.0,254.4313725490196,656.0,1.0748097791890487,1.0741899903091114,9.0,1476.75,1728.8333333333333,3,3
Bayview Village,2015,,0.0005769825501342,0.1008434704889677,21.0,500.874176025391,66.153190612793,23.6261405944824,42.5270538330078,28366.0,51.0,254.4313725490196,656.0,1.0748097791890487,1.0741899903091114,9.0,1493.25,1871.5,3,3
Bayview Village,2016,,0.0005769825501342,0.1008434704889677,21.0,352.526428222656,63.2739753723145,49.7152671813965,22.5978488922119,28366.0,51.0,254.4313725490196,656.0,1.0748097791890487,1.0741899903091114,9.0,1728.8333333333333,2055.1666666666665,3,3
Bayview Village,2017,,0.0005769825501342,0.1008434704889677,21.0,258.432464599609,93.5703811645508,35.6458587646484,31.1901264190674,28366.0,51.0,254.4313725490196,656.0,1.0748097791890487,1.0741899903091114,9.0,1871.5,2079.04381245196,3,3
Bayview Village,2018,,0.0005769825501342,0.1008434704889677,21.0,272.779266357422,35.1973266601563,21.998327255249,30.7976589202881,28366.0,51.0,254.4313725490196,656.0,1.0748097791890487,1.0741899903091114,9.0,2055.1666666666665,1933.2071576049552,3,3
Bayview Village,2019,,0.0005769825501342,0.1008434704889677,21.0,299.739349365234,165.073852539063,65.1607284545898,52.1285820007324,28366.0,51.0,254.4313725490196,656.0,1.0748097791890487,1.0741899903091114,9.0,2079.04381245196,2069.5,3,3
Bayview Woods-Steeles,2010,,0.0004574525065505,0.0878335420701092,12.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,14142.0,41.0,273.9512195121951,821.0,0.4205567227738736,0.420364426013529,6.0,1447.3333333333333,1467.75,3,3
Bayview Woods-Steeles,2011,,0.0004574525065505,0.0878335420701092,12.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,14142.0,41.0,273.9512195121951,821.0,0.4205567227738736,0.420364426013529,6.0,1451.6666666666667,1500.5,3,3
Bayview Woods-Steeles,2012,,0.0004574525065505,0.0878335420701092,12.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,14142.0,41.0,273.9512195121951,821.0,0.4205567227738736,0.420364426013529,6.0,1467.75,1476.75,3,3
Bayview Woods-Steeles,2013,,0.0004574525065505,0.0878335420701092,12.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,14142.0,41.0,273.9512195121951,821.0,0.4205567227738736,0.420364426013529,6.0,1500.5,1493.25,3,3
Bayview Woods-Steeles,2014,,0.0004574525065505,0.0878335420701092,12.0,264.830505371094,121.065376281738,52.9661026000977,30.2663440704346,14142.0,41.0,273.9512195121951,821.0,0.4205567227738736,0.420364426013529,6.0,1476.75,1728.8333333333333,3,3
Bayview Woods-Steeles,2015,,0.0004574525065505,0.0878335420701092,12.0,313.168334960938,53.4677658081055,7.63825225830078,7.63825225830078,14142.0,41.0,273.9512195121951,821.0,0.4205567227738736,0.420364426013529,6.0,1493.25,1871.5,3,3
Bayview Woods-Steeles,2016,,0.0004574525065505,0.0878335420701092,12.0,274.684478759766,133.630294799805,107.903968811035,7.42390489578247,14142.0,41.0,273.9512195121951,821.0,0.4205567227738736,0.420364426013529,6.0,1728.8333333333333,2055.1666666666665,3,3
Bayview Woods-Steeles,2017,,0.0004574525065505,0.0878335420701092,12.0,247.228042602539,157.326934814453,37.4587936401367,22.4752769470215,14142.0,41.0,273.9512195121951,821.0,0.4205567227738736,0.420364426013529,6.0,1871.5,2079.04381245196,3,3
Bayview Woods-Steeles,2018,,0.0004574525065505,0.0878335420701092,12.0,310.065795898438,52.938060760498,52.938060760498,15.1251611709595,14142.0,41.0,273.9512195121951,821.0,0.4205567227738736,0.420364426013529,6.0,2055.1666666666665,1933.2071576049552,3,3
Bayview Woods-Steeles,2019,,0.0004574525065505,0.0878335420701092,12.0,328.093994140625,160.231948852539,38.1504669189453,15.2601861953735,14142.0,41.0,273.9512195121951,821.0,0.4205567227738736,0.420364426013529,6.0,2079.04381245196,2069.5,3,3
Bedford Park-Nortown,2010,,0.0006167085381976,0.1294766553660257,11.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,25101.0,73.0,360.67123287671234,983.0,2.193649619486584,2.192297610831714,15.0,1361.3333333333333,1649.25,3,4
Bedford Park-Nortown,2011,,0.0006167085381976,0.1294766553660257,11.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,25101.0,73.0,360.67123287671234,983.0,2.193649619486584,2.192297610831714,15.0,1518.6666666666667,1519.0,3,3
Bedford Park-Nortown,2012,,0.0006167085381976,0.1294766553660257,11.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,25101.0,73.0,360.67123287671234,983.0,2.193649619486584,2.192297610831714,15.0,1649.25,1551.0,4,3
Bedford Park-Nortown,2013,,0.0006167085381976,0.1294766553660257,11.0,550.503845214844,109.1633529663085,107.903968811035,29.81642246246335,25101.0,73.0,360.67123287671234,983.0,2.193649619486584,2.192297610831714,15.0,1519.0,1500.25,3,3
Bedford Park-Nortown,2014,,0.0006167085381976,0.1294766553660257,11.0,254.647308349609,169.764877319336,55.173583984375,42.441219329834,25101.0,73.0,360.67123287671234,983.0,2.193649619486584,2.192297610831714,15.0,1551.0,1921.6,3,3
Bedford Park-Nortown,2015,,0.0006167085381976,0.1294766553660257,11.0,119.214881896973,170.306976318359,34.0613975524902,59.6074409484863,25101.0,73.0,360.67123287671234,983.0,2.193649619486584,2.192297610831714,15.0,1500.25,2106.6666666666665,3,3
Bedford Park-Nortown,2016,,0.0006167085381976,0.1294766553660257,11.0,142.755172729492,125.96044921875,75.5762710571289,29.3907718658447,25101.0,73.0,360.67123287671234,983.0,2.193649619486584,2.192297610831714,15.0,1921.6,2904.6666666666665,3,4
Bedford Park-Nortown,2017,,0.0006167085381976,0.1294766553660257,11.0,219.8173828125,198.681091308594,71.8633728027344,54.954345703125,25101.0,73.0,360.67123287671234,983.0,2.193649619486584,2.192297610831714,15.0,2106.6666666666665,2261.9607843137255,3,4
Bedford Park-Nortown,2018,,0.0006167085381976,0.1294766553660257,11.0,166.042236328125,208.617172241211,55.347412109375,29.8024520874023,25101.0,73.0,360.67123287671234,983.0,2.193649619486584,2.192297610831714,15.0,2904.6666666666665,2023.6184210526317,4,3
